ID|Nombre de la Unidad Económica|Razón social|Código de la clase de actividad SCIAN|Descripcion estrato personal ocupado|Tipo de establecimiento|Correo electrónico|Sitio en Internet|Fecha de incorporación al DENUE
6178483|COOPERATIVA PESQUERA BAHÍA PUERTO VIEJO, S.C. DE RL|COOPERATIVA PESQUERA BAHÍA PUERTO VIEJO, S.C. DE R.L.|114111|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178484|PESQUERA STEPHANIE, S.A. DE C.V.|PESQUERA STEPHANIE, S.A. DE C.V.|114111|6 a 10 personas|Fijo|PESQUERASTEPHANIE@GMAIL.COM|No Tiene|jul-10
6178485|PESCA DE CAMARÓN|JULIAN GARCIA GAXIOLA, S.A. DE C.V.|114111|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178486|PESQUERA YESENIA, S.A. DE C.V.|PESQUERA YESENIA, S.A. DE C.V.|114111|11 a 30 personas|Fijo|PESQUERAYESENIA@LIVE.COM.MX|No Tiene|jul-10
6178487|PESQUERA MAGGI MAGGI, S.A. DE C.V.|PESQUERA MAGGI MAGGI, S.A. DE C.V.|114111|6 a 10 personas|Fijo|OSUNACHA@YAHOO.COM|No Tiene|jul-10
6178488|PESQUERA NADIA|PESQUERA NADIA, S.A. DE C.V.|114111|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178489|MUY MEXICANOS, S.A. DE C.V.|MUY MEXICANOS, S.A. DE C.V.|114111|11 a 30 personas|Fijo|MUYMEXICANO@HOTMAIL.COM|No Tiene|jul-10
6178490|PESQUERA MAZCU I, S.A. DE C.V.|PESQUERA MAZCU I, S.A. DE C.V.|114112|11 a 30 personas|Fijo|PESQUERAMASCU@HOTMAIL.COM|No Tiene|jul-10
6178491|PESCA AVANZADA, S.A. DE C.V.|PESCA AVANZADA, S.A. DE C.V.|114111|11 a 30 personas|Fijo|PESCAAVANZADA@HOTMAIL.COM|No Tiene|jul-10
6178492|PESQUERA AXEL S|PESQUERA AXEL S, S.A. DE C.V.|114111|101 a 250 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178493|MAZ SARDINA|MAZ SARDINA, S.A. DE C.V.|114113|101 a 250 personas|Fijo|JPARRA@MAZINDUSTRIAL.COM|No Tiene|jul-10
6178494|PESQUERA DOÑA JULIA|PESQUERA DONA JULIA, S.A. DE C.V.|114111|11 a 30 personas|Fijo|PESQUERAS05@HOTMAIL.COM|No Tiene|jul-10
6178495|PESQUERA MIRIAM, S.A. DE C.V.|PESQUERA MIRIAM, S.A. DE C.V.|114111|11 a 30 personas|Fijo|PESQUERAMIRIAN@GMAIL.COM|No Tiene|dic-14
6178496|PESQUERA SANTA CATALINA, S.A. DE C.V.|PESQUERA SANTA CATALINA, S.A. DE C.V.|114111|6 a 10 personas|Fijo|PESQUERASANTACATALINA@GMAIL.COM|No Tiene|jul-10
6178497|PESQUERA PUNTA CERRITOS, S.A. DE C.V.|PESQUERA PUNTA CERRITOS, S.A. DE C.V.|114111|6 a 10 personas|Fijo|M_VILLAP@YAHOO.COM|No Tiene|jul-10
6178498|PESQUERA SANDRA KORINA, S.A. DE C.V.|PESQUERA SANDRA KORINA, S.A. DE C.V.|114111|31 a 50 personas|Fijo|PESQUERASANDRAKORINA@HOTMAIL.COM|No Tiene|jul-10
6178499|PESCAMIL|PESCAMIL, S.A. DE C.V.|114111|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178500|PESQUERA MARIA ROSA|PESQUERA MARIA ROSA, S.A. DE C.V.|114111|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178501|PESCA MAR Y SOL, S.A. DE C.V.|PESCA MAR Y SOL, S.A. DE C.V.|114111|11 a 30 personas|Fijo|PESCAMARYSOL@YAHOO.COM|No Tiene|jul-10
6178502|PESQUERA DANYA|PESQUERA DANYA, S.A. DE C.V.|114111|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178503|ARTICULO 27 CONSTITUCIONAL S.C. DE RL, DE C.V.|ARTICULO 27 CONSTITUCIONAL S.C. DE RL, DE C.V.|114111|51 a 100 personas|Fijo|ARTICULO27@HOTMAIL.COM|No Tiene|jul-10
6178504|SCPP NICOLAS BRAVO|SCPP NICLOAS BRAVO S.C. DE RL, DE C.V.|114111|51 a 100 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178505|PESQUERA CRUZ DE LORETO|PESQUERA CRUZ DE LORETO, S.A. DE C.V.|114111|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178506|PESQUERA LESLIE|PESQUERA LESLIE, S.A. DE C.V.|114111|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178507|PESCA GAGUI||114111|51 a 100 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178508|PESQUERA CARRILLO|PESQUERA CARRILLO, S.A. DE C.V.|114111|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178509|PESQUERA DAVID S|PESQUERA DAVID S, S.A. DE C.V.|114111|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178510|PESQUERA ZULEMA|PESQUERA ZULEMA, S.A. DE C.V.|114111|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178511|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178512|SCPP FRANCISCO I MADERO CC DE RL|SCPP FRANCISCO I MADERO, C.C. DE R.L.|114111|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178513|SCPP LA NUEVA FRANCISCO I MADERO|SCPP LA NUEVA FRANCISCO I MADERO S.C. DE RL, DE C.V.|114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178514|SCPP INDÍGENAS MARISMAS DE LAS CABRAS|SCPP INDÍGENAS MARISMAS DE LAS CABRAS, S.C. DE R.L.|114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178515|CAMARONERA SAN JUAN, S.A. DE C.V. (ANTES THENARI)|CAMARONERA SAN JUAN, S.A. DE C.V.|112511|31 a 50 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178516|ACUÍCOLA PRISAMAR||112511|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178517|SCL FLOR DEL OCEANO PACIFICO, S.C.L.|SCL FLOR DEL OCEANO PACIFICO, S.C.L.|112511|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178518|LAGUNA DEL CHONTE, S.C.L.|LAGUNA DEL CHONTE, S.C.L.|112511|11 a 30 personas|Fijo|CAMIGOLO@HOTMAIL.COM|No Tiene|jul-10
6178519|GRANJA ACUÍCOLA OTRO VENTURA|GRANJA ACUÍCOLA OTRO VENTURA, S.A. DE C.V.|112511|11 a 30 personas|Fijo|MEZAJEAN_67@HOTMAIL.COM|No Tiene|jul-10
6178520|SCPAE LOS CUATRO PIONEROS|SCPAE LOS CUATRO PIONEROS, S.C. DE R.L.|112511|6 a 10 personas|Fijo|CAMIGOLO1965@HOTMAIL.COM|No Tiene|jul-10
6178521|SCPA EJIDAL GRANJA EL PINTOR, S.C.L.|SCPA EJIDAL GRANJA EL PINTOR, S.C.L.|112511|6 a 10 personas|Fijo|PINTOR.2014@OUTLOOK.COM|No Tiene|jul-10
6178522|PESCADORES DE LA LAGUNA DE BATAUTO, S.C.L.||112511|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178523|ACUÍCOLA LAGO|ACUÍCOLA LAGO, S.A. DE C.V.|112511|31 a 50 personas|Fijo|CONTABLE.CGC@GMAIL.COM|No Tiene|jul-10
6178524|SCPP ESTERO LAS AGUILILLAS|SCPP ESTERO LAS AGUILILLAS S.C. DE RL, DE C.V.|114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178525|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178526|SCPA EL PINTORCITO S.C.L.|SCPA EL PINTORCITO, S.C.L.|112511|0 a 5 personas|Fijo|PINTORCITO2104@OUTLOOK.COM|No Tiene|jul-10
6178527|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178528|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178529|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178530|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178531|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178532|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES|SCPP AGROPECUARIA PESQUERA Y ACUÍCOLA PESCADORES DE MEDINA|114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178533|SCPP LAS CAÑADAS DE JACOPA|SCPP LAS CAÑADAS DE JACOPA, S.C. DE R.L.|114119|6 a 10 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178534|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178535|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178536|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178537|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES|SCPP AGROPECUARIA PESQUERA Y ACUÍCOLA PESCADORES DE MEDINA, S.C.L.|114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178538|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES|SCPP AGROPECUARIA PESQUERA Y ACUÍCOLA PESCADORES DE MEDINA, S.C.L.|114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178539|SCPP PESCADORES UNICOS|SCPP PESCADORES UNICOS S.C. DE RL, DE C.V.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178540|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178541|SCPP EJIDO BOCA DE ARROYO S.C.L.|SCPP EJIDO BOCA DE ARROYO, S.C.L.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178542|SCTP COMUNIDAD HUITES, S.C.L.|SCTP COMUNIDAD HUITES, S.C.L.|114119|11 a 30 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178543|SCPP GENERAL RAFAEL BUELNA|SCPP GENERAL RAFAEL BUELNA S.C. DE RL, DE C.V.|114111|51 a 100 personas|Fijo|HERIBERTOC4@HOTMAIL.COM|No Tiene|jul-10
6178544|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178545|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178546|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178547|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178548|PESCA DE CAMARÓN||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178549|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178550|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178551|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178552|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178553|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178554|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178555|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178556|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178557|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178558|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178559|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178560|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178561|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178562|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178563|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178564|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178565|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178566|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178567|SCPP PENINSULA DE LUCENILLA|SCPP PENINSULA DE LUCENILLA S.C. DE RL, DE C.V.|114111|51 a 100 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178568|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178569|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178570|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178571|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178572|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178573|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178574|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178575|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178576|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178577|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178578|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178579|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178580|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178581|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178582|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178583|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178584|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178585|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178586|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178587|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178588|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178589|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178590|SCDAADYT LA BOCA DE TEACAPAN, S.C. DE R.L.||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178591|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178592|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178593|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178594|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178595|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178596|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178597|MERCEDEZ MARTINEZ DOMINGUEZ||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178598|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178599|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178600|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178601|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178602|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178603|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178604|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178605|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178606|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178607|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178608|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178609|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178610|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178611|PESCA DE CAMARÓN||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178612|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178613|DILTON VALENZUELA ARMENTA||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178614|EDEL GEOVANY LEAL ESPINOZA||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178615|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178616|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178617|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178618|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178619|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178620|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178621|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178622|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178623|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178624|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178625|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178626|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178627|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178628|AMILKAR OSIRIS CUEVAS ROMAN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178629|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178630|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178631|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178632|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178633|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178634|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178635|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178636|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178637|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178638|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178639|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178640|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178641|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178642|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178643|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178644|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178645|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178646|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178647|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178648|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178649|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178650|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178651|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178652|SERMAR LEAL CASTRO||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178653|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178654|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178655|PESCA Y CAPTURA DE OTROS PECES, CRUSTÁCEOS, MOLUSCOS Y OTRAS ESPECIES||114119|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178656|PESCA DE CAMARÓN||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
6178657|ASENCION LOPEZ PADILLA||114111|0 a 5 personas|Fijo|Sin Correo Electronico|No Tiene|jul-10
