ID|Nombre de la Unidad Económica|Razón social|Código de la clase de actividad SCIAN|Descripcion estrato personal ocupado|Correo electrónico|Sitio en Internet|Fecha de incorporación al DENUE|Tipo de establecimiento|id_direccion
6187785|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1711
6187786|CANTERA E MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1712
6187787|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1713
6187788|CANTERAS DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1714
6187789|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1715
6187790|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1716
6187791|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||mar-11|Fijo|1717
6187792|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1718
6187793|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1719
6187794|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1720
6187795|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1721
6187796|CANTERA DE MARMOL DE COJOATEPEQUE||212312|0 a 5 personas|||jul-10|Fijo|1722
6187797|CANTERA DE MARMOL DE COJOATEPEC||212312|0 a 5 personas|||jul-10|Fijo|1723
6187798|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1724
6187799|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1725
6187800|CANTEA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1726
6187801|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1727
6187802|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1728
6187803|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1729
6187804|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1730
6187805|CANTERA DE MARMOL DE COSECAHUATLA||212312|0 a 5 personas|||dic-14|Fijo|1731
6187806|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||mar-11|Fijo|1732
6187807|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1733
6187808|CANTERA DE MARMOL DEL OSTO||212312|6 a 10 personas|||jul-10|Fijo|1734
6187809|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1735
6187810|CANTERA DE MARMOL DE COSECAHUATLA||212312|0 a 5 personas|||jul-10|Fijo|1736
6187811|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1737
6187812|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1738
6187813|CANTERA DE MARMOL SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1739
6187814|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1740
6187815|CANTERA DE MARMOL COSECAHUATLA||212312|0 a 5 personas|||jul-10|Fijo|1741
6187816|CANTERA DE MARMOL DE COSECAHUATLA||212312|0 a 5 personas|||dic-14|Fijo|1742
6187817|CANTERA DE MARMOL DE COSECAHUATLA||212312|0 a 5 personas|||dic-14|Fijo|1743
6187818|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1744
6187819|CANTERA DE MARMOL DE COSECAHUATLA||212312|0 a 5 personas|||jul-10|Fijo|1745
6187820|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||dic-14|Fijo|1746
6187821|CANTERA DE MARMOL COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1747
6187822|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1748
6187823|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||dic-14|Fijo|1749
6187824|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1750
6187825|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1751
6187826|MINERÍA DE MÁRMOL||212312|0 a 5 personas|||jul-10|Fijo|1752
6187827|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1753
6187828|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1754
6187829|CANTERA DE MARMOL CERRO DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1755
6187830|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1756
6187831|CANTERA DE MARMO DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1757
6187832|CANTERA DE MARMOL DE COJOATEPEQUEC||212312|0 a 5 personas|||jul-10|Fijo|1758
6187833|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1759
6187834|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||dic-14|Fijo|1760
6187835|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1761
6187836|BANCO DE ARENA CERRO PINTO||212321|0 a 5 personas|||jul-10|Fijo|1762
6187837|TRITURADORA DE PIEDRA LA PAGUA||212319|11 a 30 personas|LAPAGUA_TRITURADOS@HOTMAIL.COM||jul-10|Fijo|1763
6187838|MINA DE TEPEZIL SIN NOMBRE||212322|0 a 5 personas|||jul-10|Fijo|1764
6187839|BANCO DE PIEDRA SIN NOMBRE||212311|0 a 5 personas|||jul-10|Fijo|1765
6187840|OXICAL DE TECALI, S.A. DE C.V.||212311|11 a 30 personas|||jul-10|Fijo|1766
6187841|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1767
6187842|BANCO DE TEZONTLE ROJO APAZTEPEC||212322|0 a 5 personas|||jul-10|Fijo|1768
6187843|MINERÍA DE OTRAS PIEDRAS DIMENSIONADAS||212319|0 a 5 personas|||dic-14|Fijo|1769
6187844|BANCO DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1770
6187845|BANCO DE GRAVA VILLA HERMOSA||212321|0 a 5 personas|||jul-10|Fijo|1771
6187846|BANCO DE GRAVA SIN NOMBRE||212321|6 a 10 personas|||jul-10|Fijo|1772
6187847|MINA DE PIEDRA SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1773
6187848|TRITURADOS SAN JERONIMO|TRITURADOS SAN JERONIMO, S.A. DE C.V.|212321|11 a 30 personas|TSNJ@PRODIGY.NET.MX||jul-10|Fijo|1774
6187849|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1775
6187850|CANTERA DE MARMOL DEL OSTO||212312|0 a 5 personas|||jul-10|Fijo|1776
6187851|QUEBRADORA DE PIEDRA DE TEZONTLE SIN NOMBRE||212321|0 a 5 personas|||dic-14|Fijo|1777
6187853|CANTERA LAJA ROJA||212312|0 a 5 personas|||jul-10|Fijo|1778
6187854|EXTRACCION DE PIEDRA DE YESO SIN NOMBRE||212392|0 a 5 personas|||dic-14|Fijo|1779
6187855|EXTRACCION DE PIEDRA DE YESO SIN NOMBRE||212392|0 a 5 personas|||dic-14|Fijo|1780
6187856|EXTRACCION DE PIEDRA DE YESO||212392|0 a 5 personas|||dic-14|Fijo|1781
6187857|EXTRACCION DE YESO SIN NOMBRE||212392|0 a 5 personas|||dic-14|Fijo|1782
6187858|EJIDO SAN JOSE LOS LAURELES||212392|0 a 5 personas|||jul-10|Fijo|1783
6187859|BANCO DE ARENA SIN NOMBRE|SOCIEDAD DE GRAVEROS DE TZOMPAHUACAN|212319|0 a 5 personas|||jul-10|Fijo|1784
6187860|EXTRACCION DE ARENA SIN NOMBRE||212321|0 a 5 personas|||dic-14|Fijo|1785
6187861|YESO VERGARA, S.A. DE C.V.|YESO VERGARA, S.A. DE C.V.|212392|6 a 10 personas|||jul-10|Fijo|1786
6187862|FINCA COMUNAL SALINERA SAN PEDRO OCOTLAN|FINCA COMUNAL SALINERA SAN PEDRO OCOTLAN|212391|0 a 5 personas|||jul-10|Fijo|1787
6187863|FINCA SALINERA DE TLAXCUAPAN|FINCA SALINERA DE TLAXCUAPAN|212391|0 a 5 personas|||jul-10|Fijo|1788
6187864|FINCA SALINERA DE ATIOPAN|FINCA SALINERA DE ATIOPAN|212391|0 a 5 personas|||jul-10|Fijo|1789
6187865|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1790
6187866|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1791
6187867|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1792
6187868|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1793
6187869|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1794
6187870|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1795
6187871|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1796
6187872|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1797
6187873|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1798
6187874|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1799
6187875|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1800
6187876|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1801
6187877|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1802
6187878|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1803
6187879|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1804
6187880|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1805
6187881|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1806
6187882|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1807
6187883|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1808
6187884|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1809
6187885|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1810
6187887|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1811
6187888|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1812
6187889|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1813
6187890|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1814
6187891|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1815
6187892|BANCO DE ARENA SIN NOMBRE||212321|0 a 5 personas|||dic-14|Fijo|1816
6187893|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1817
6187894|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1818
6187895|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1819
6187896|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1820
6187897|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1821
6187898|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1822
6187899|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1823
6187900|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1824
6187901|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1825
6187902|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1826
6187903|CANTERA DE PIEDRA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1827
6187904|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1828
6187905|COLORANTES NATURALES PARA LA INDUSTRIA EL RECUERDO SDE RLMI|COLORANTES NATURALES PARA LA INDUSTRIA EL RECUERDO, S. DE R.L. MI|212210|6 a 10 personas|||jul-10|Fijo|1829
6187906|MINA DE BENTONITA EL TERRERO||212321|0 a 5 personas|||jul-10|Fijo|1830
6187907|CANTERA DE MARMOL SIN NOMBRE||212312|11 a 30 personas|||jul-10|Fijo|1831
6187908|CANTERA DE MARMOL TRAVERTINO||212312|0 a 5 personas|||jul-10|Fijo|1832
6187909|SOCIEDAD COMERCIALIZADORA DE YESO||212392|0 a 5 personas|||jul-10|Fijo|1833
6187910|CANTERA DE PIEDRA LA CALERA||212392|6 a 10 personas|||dic-14|Fijo|1834
6187911|BANCO DE ARENA SIN NOMBRE||212321|0 a 5 personas|||jul-10|Fijo|1835
6187912|CANTERA DE MARMOL TRAVERTINO||212312|6 a 10 personas|||jul-10|Fijo|1836
6187913|CANTERA DE BASALTO||212321|0 a 5 personas|||jul-10|Fijo|1837
6187914|EXTRACCIONES BALSATICAS, S.A. DE C.V.|EXTRACCIONES BASALTICAS, S.A. DE C.V.|212321|31 a 50 personas|||jul-10|Fijo|1838
6187915|PROCESADORA Y EXPORTADORA DE MARMOLES DE LA MIXTECA, S.A. DE C.V.||212312|11 a 30 personas|||jul-10|Fijo|1839
6187916|MARMOLES EL ZAFIRO, S.A. DE C.V.||212312|11 a 30 personas|||jul-10|Fijo|1840
6187917|CANTERA DE PIEDRA||212319|0 a 5 personas|||dic-14|Fijo|1841
6187918|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||mar-11|Fijo|1842
6187919|CANTERA DE PIEDRA SIN NOMBRE||212312|0 a 5 personas|JFMEO67@LIVE.COM.MX||mar-11|Fijo|1843
6187920|CANTERA DE PIEDRA SIN NOMBRE||212311|0 a 5 personas|||jun-12|Fijo|1844
6187921|CANTERA DE PIEDRA CALIZA||212311|0 a 5 personas|||mar-11|Fijo|1845
6187922|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1846
6187923|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1847
6187924|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1848
6187925|SALINAS LOS CASTILLOS SAN GABRIEL||212391|0 a 5 personas|||dic-14|Fijo|1849
6187926|MINA DE SAL SALINAS DE LA BARRANCA||212391|0 a 5 personas|||jul-10|Fijo|1850
6187927|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1851
6187928|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1852
6187929|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1853
6187930|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1854
6187931|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1855
6187932|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1856
6187933|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1857
6187934|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1858
6187935|SALINAS TOCHIGA||212391|0 a 5 personas|||jul-10|Fijo|1859
6187936|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1860
6187937|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1861
6187938|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1862
6187939|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1863
6187940|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1864
6187942|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1865
6187943|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1866
6187944|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1867
6187945|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1868
6187948|MINA DE ONIX TAZA||212312|0 a 5 personas|||jul-10|Fijo|1869
6187949|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1870
6187950|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1871
6187951|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1872
6187952|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1873
6187953|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1874
6187954|CANTERA DE PIEDRA SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1875
6187955|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||dic-14|Fijo|1876
6187956|CANTERA DE PIEDRA SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1877
6187957|TRITURADORA DE PIEDRA||212319|0 a 5 personas|||dic-14|Fijo|1878
6187958|MINA DE SAL SALINAS DE LA LAGUNA||212391|0 a 5 personas|||jul-10|Fijo|1879
6187959|MINA DE SAL PARAJE DE SAN GABRIEL||212391|0 a 5 personas|||jul-10|Fijo|1880
6187960|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1881
6187961|LAS SALINAS SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1882
6187962|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1883
6187963|MINA DE ONIX EL PIRO||212312|0 a 5 personas|||jul-10|Fijo|1884
6187964|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1885
6187965|ZONITECH||212311|6 a 10 personas|||jul-10|Fijo|1886
6187966|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1887
6187967|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1888
6187968|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1889
6187969|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1890
6187970|MINA DE PIEDRA CALIZA||212311|0 a 5 personas|||jul-10|Fijo|1891
6187971|CANTERA DE PIEDRA SIN NOMBRE||212319|6 a 10 personas|||jul-10|Fijo|1892
6187972|MINA DE TEZONTLE EL CERRO DEL TEPEGUEY|BIENES COMUNALES DEL PUEBLO SAN GABRIEL TETZOYOCAN|212322|6 a 10 personas|||jul-10|Fijo|1893
6187973|GRUPO JOECATOM, S.A. DE C.V.|GRUPO JOECATOM, S.A. DE C.V.|212321|11 a 30 personas||WWW.CORPORACIONDELBAJIO.COM|jul-10|Fijo|1894
6187974|TRUTURADORA LAS MINAS||212319|11 a 30 personas|GUILLERMO_2544@YAHOO.COM.MX||jul-10|Fijo|1895
6187975|TRITURADOS LAS DERRUMBADAS, S.A. DE C.V.||212321|11 a 30 personas|||jul-10|Fijo|1896
6187976|LAJAS Y PIEDRAS RUSTICAS ARCO||212319|0 a 5 personas|||jul-10|Fijo|1897
6187977|BANCO DE ARENA BARRANCA AGUABUENA||212321|0 a 5 personas|||jul-10|Fijo|1898
6187978|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1899
6187979|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||dic-14|Fijo|1900
6187980|CANTERA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||dic-14|Fijo|1901
6187981|MINA DE ONIX SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1902
6187982|MARMOLES SAN MIGUEL||212312|11 a 30 personas|||jul-10|Fijo|1903
6187983|GRAVAS SELECCIONADAS MARMOLINES Y DERIVADOS||212312|0 a 5 personas|GUSCROSS21@HOTMAIL.COM||jul-10|Fijo|1904
6187984|MINERÍA DE MÁRMOL||212312|0 a 5 personas|ROMANO_EDGAR@HOTMAIL.COM||jul-10|Fijo|1905
6187985|UNIDAD DE PRODUCCIÓN SOCIOECONOMICA EJIDAL SAN MIGUEL CHIAUTLA|UNIDAD DE PRODUCCIÓN SOCIOECONOMICA EJIDAL SAN MIGUEL CHIAUTLA|212312|6 a 10 personas|||jul-10|Fijo|1906
6187986|TECNOLOGÍA MINERAL||212311|0 a 5 personas|||jul-10|Fijo|1907
6187987|CAPROMASA||212312|11 a 30 personas|CENTRAL_ACOPIO@HOTMAIL.COM||jul-10|Fijo|1908
6187988|CANTERA||212312|0 a 5 personas|||jul-10|Fijo|1909
6187989|CANTERA DE LAJA ROJA||212312|0 a 5 personas|||jul-10|Fijo|1910
6187990|CANTERA DE MARMOL|MARMOLES TEPEXANOS GARCIA, S.A. DE C.V.|212312|6 a 10 personas|||jul-10|Fijo|1911
6187991|SALINAS EL CALVARIO||212391|0 a 5 personas|||jul-10|Fijo|1912
6187992|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1913
6187993|LAS SALINAS SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1914
6187994|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1915
6187995|LAS SALINAS SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1916
6187996|LAS SALINAS SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1917
6187997|LAS SALINAS LAS VENTAS||212391|0 a 5 personas|||jul-10|Fijo|1918
6187998|LAS SALINAS GRANDES||212391|0 a 5 personas|||jul-10|Fijo|1919
6187999|SALINAS GRANDES||212391|0 a 5 personas|||jul-10|Fijo|1920
6188000|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1921
6188001|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1922
6188002|MINA DE SAL SIN NOMBRE||212391|0 a 5 personas|||jul-10|Fijo|1923
6188003|SALINAS||212391|0 a 5 personas|||jul-10|Fijo|1924
6188004|MINERÍA DE ARENA Y GRAVA PARA LA CONSTRUCCIÓN SIN NOMBRE||212321|0 a 5 personas|||jul-10|Fijo|1925
6188005|MINA DE PIEDRA SIN NOMBRE||212312|0 a 5 personas|||jul-10|Fijo|1926
6188006|BANCO DE ARENA SIN NOMBRE||212321|0 a 5 personas|||jul-10|Fijo|1927
6188007|GRUPO MINERO HONEY, S.A. DE C.V.|GRUPO MINERO HONEY, S.A. DE C.V.|212329|6 a 10 personas|GRUPO_MINERO_HONEY@HOTMAIL.COM||jul-10|Fijo|1928
6188008|MATERIALES PARA CONSTRUCCIÓN SANTO DOMINGO||212321|0 a 5 personas|DABECAM@HOTMAIL.COM||jul-10|Fijo|1929
6188009|PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1930
6188010|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1931
6188011|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1932
6188012|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1933
6188013|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1934
6188014|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1935
6188015|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1936
6188016|CANTERA DE PIEDRA PARA MAMPOSTERIA||212319|0 a 5 personas|||jul-10|Fijo|1937
6188017|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1938
6188018|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1939
6188019|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1940
6188020|MINA DE PIEDRA CANTERA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1941
6188021|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1942
6188022|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1943
6188023|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1944
6188024|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1945
6188025|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1946
6188026|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1947
6188027|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1948
6188028|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1949
6188029|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1950
6188030|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1951
6188031|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1952
6188032|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1953
6188033|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||mar-11|Fijo|1954
6188034|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1955
6188035|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1956
6188036|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1957
6188037|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1958
6188038|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1959
6188039|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||mar-11|Fijo|1960
6188040|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1961
6188041|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1962
6188042|CANTERA DE PIEDRA PARA MAMPOSTEO||212319|0 a 5 personas|||jul-10|Fijo|1963
6188043|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||dic-14|Fijo|1964
6188044|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1965
6188045|CANTERA DE PIEDRA SIN NOMBRE||212319|0 a 5 personas|||jul-10|Fijo|1966
6188046|LA MINA DE PIEDRA||212319|0 a 5 personas|||jul-10|Fijo|1967
